Label,CPI Inflation,Core CPI Inflation,PCE Inflation,Core PCE Inflation,is_last_day,day,month,year,date,year-month
01/04,1.54488,2.122894,1.156711,1.493514,0,4,1,2016,2016-01-04,2016-1
01/05,1.51924,2.122894,1.141276,1.493514,0,5,1,2016,2016-01-05,2016-1
01/06,1.51924,2.122894,1.141276,1.493514,0,6,1,2016,2016-01-06,2016-1
01/07,1.51924,2.122894,1.141276,1.493514,0,7,1,2016,2016-01-07,2016-1
01/08,1.51924,2.122894,1.141276,1.493514,0,8,1,2016,2016-01-08,2016-1
01/11,1.51924,2.122894,1.141276,1.493514,0,11,1,2016,2016-01-11,2016-1
01/12,1.489286,2.122894,1.123244,1.493514,0,12,1,2016,2016-01-12,2016-1
01/13,1.489286,2.122894,1.123244,1.493514,0,13,1,2016,2016-01-13,2016-1
01/14,1.489286,2.122894,1.123244,1.493514,0,14,1,2016,2016-01-14,2016-1
01/15,1.489286,2.122894,1.123244,1.493514,0,15,1,2016,2016-01-15,2016-1
01/19,1.489286,2.122894,1.123244,1.493514,0,19,1,2016,2016-01-19,2016-1
01/20,1.328535,2.077304,1.007802,1.482022,0,20,1,2016,2016-01-20,2016-1
01/21,1.328535,2.077304,1.007802,1.482022,0,21,1,2016,2016-01-21,2016-1
01/22,1.328535,2.077304,1.007802,1.482022,0,22,1,2016,2016-01-22,2016-1
01/25,1.328535,2.077304,1.007802,1.482022,0,25,1,2016,2016-01-25,2016-1
01/26,1.270389,2.077304,0.973077,1.482022,0,26,1,2016,2016-01-26,2016-1
01/27,1.270389,2.077304,0.973077,1.482022,0,27,1,2016,2016-01-27,2016-1
01/28,1.270389,2.077304,0.973077,1.482022,0,28,1,2016,2016-01-28,2016-1
01/29,1.270389,2.077304,0.973077,1.482022,1,29,1,2016,2016-01-29,2016-1
02/01,1.271665,2.092589,0.957217,1.469159,0,1,2,2016,2016-02-01,2016-2
02/02,0.848167,2.092589,0.70635,1.469159,0,2,2,2016,2016-02-02,2016-2
02/03,0.848167,2.092589,0.70635,1.469159,0,3,2,2016,2016-02-03,2016-2
02/04,0.848167,2.092589,0.70635,1.469159,0,4,2,2016,2016-02-04,2016-2
02/05,0.848167,2.092589,0.70635,1.469159,0,5,2,2016,2016-02-05,2016-2
02/08,0.848167,2.092589,0.70635,1.469159,0,8,2,2016,2016-02-08,2016-2
02/09,0.786773,2.092589,0.669982,1.469159,0,9,2,2016,2016-02-09,2016-2
02/10,0.786773,2.092589,0.669982,1.469159,0,10,2,2016,2016-02-10,2016-2
02/11,0.786773,2.092589,0.669982,1.469159,0,11,2,2016,2016-02-11,2016-2
02/12,0.786773,2.092589,0.669982,1.469159,0,12,2,2016,2016-02-12,2016-2
02/16,0.786773,2.092589,0.669982,1.469159,0,16,2,2016,2016-02-16,2016-2
02/17,0.774935,2.097649,0.632566,1.469159,0,17,2,2016,2016-02-17,2016-2
02/18,0.774935,2.097649,0.632566,1.469159,0,18,2,2016,2016-02-18,2016-2
02/19,0.868259,2.225388,0.707408,1.568157,0,19,2,2016,2016-02-19,2016-2
02/22,0.868259,2.225388,0.707408,1.568157,0,22,2,2016,2016-02-22,2016-2
02/23,0.848897,2.225388,0.694039,1.568157,0,23,2,2016,2016-02-23,2016-2
02/24,0.848897,2.225388,0.694039,1.568157,0,24,2,2016,2016-02-24,2016-2
02/25,0.848897,2.225388,0.694039,1.568157,0,25,2,2016,2016-02-25,2016-2
02/26,0.848897,2.225388,0.883476,1.680092,0,26,2,2016,2016-02-26,2016-2
02/29,0.848897,2.225388,0.881147,1.680092,1,29,2,2016,2016-02-29,2016-2
03/01,0.85559,2.201295,0.762263,1.615781,0,1,3,2016,2016-03-01,2016-3
03/02,0.853581,2.201295,0.76088,1.615781,0,2,3,2016,2016-03-02,2016-3
03/03,0.861012,2.201295,0.765996,1.615781,0,3,3,2016,2016-03-03,2016-3
03/04,0.865096,2.201295,0.768808,1.615781,0,4,3,2016,2016-03-04,2016-3
03/07,0.885714,2.201295,0.783003,1.615781,0,7,3,2016,2016-03-07,2016-3
03/08,0.732648,2.201295,0.677616,1.615781,0,8,3,2016,2016-03-08,2016-3
03/09,0.732648,2.201295,0.677616,1.615781,0,9,3,2016,2016-03-09,2016-3
03/10,0.732648,2.201295,0.677616,1.615781,0,10,3,2016,2016-03-10,2016-3
03/11,0.732648,2.201295,0.677616,1.615781,0,11,3,2016,2016-03-11,2016-3
03/14,0.732648,2.201295,0.677616,1.615781,0,14,3,2016,2016-03-14,2016-3
03/15,0.85333,2.201295,0.760707,1.615781,0,15,3,2016,2016-03-15,2016-3
03/16,1.026913,2.31563,0.855964,1.703591,0,16,3,2016,2016-03-16,2016-3
03/17,1.026913,2.31563,0.855964,1.703591,0,17,3,2016,2016-03-17,2016-3
03/18,1.026913,2.31563,0.855964,1.703591,0,18,3,2016,2016-03-18,2016-3
03/21,1.026913,2.31563,0.855964,1.703591,0,21,3,2016,2016-03-21,2016-3
03/22,1.09762,2.31563,0.905961,1.703591,0,22,3,2016,2016-03-22,2016-3
03/23,1.09762,2.31563,0.905961,1.703591,0,23,3,2016,2016-03-23,2016-3
03/24,1.09762,2.31563,0.905961,1.703591,0,24,3,2016,2016-03-24,2016-3
03/25,1.09762,2.31563,0.905961,1.703591,0,25,3,2016,2016-03-25,2016-3
03/28,1.09762,2.31563,0.8885,1.612001,0,28,3,2016,2016-03-28,2016-3
03/29,1.162849,2.31563,0.932432,1.612001,0,29,3,2016,2016-03-29,2016-3
03/30,1.162849,2.31563,0.932432,1.612001,0,30,3,2016,2016-03-30,2016-3
03/31,1.162849,2.31563,0.932432,1.612001,1,31,3,2016,2016-03-31,2016-3
04/01,1.216218,2.261146,1.010107,1.588075,0,1,4,2016,2016-04-01,2016-4
04/04,1.163238,2.261146,0.974571,1.588075,0,4,4,2016,2016-04-04,2016-4
04/05,1.330388,2.261146,1.086685,1.588075,0,5,4,2016,2016-04-05,2016-4
04/06,1.330388,2.261146,1.086685,1.588075,0,6,4,2016,2016-04-06,2016-4
04/07,1.330388,2.261146,1.086685,1.588075,0,7,4,2016,2016-04-07,2016-4
04/08,1.330388,2.261146,1.086685,1.588075,0,8,4,2016,2016-04-08,2016-4
04/11,1.330388,2.261146,1.086685,1.588075,0,11,4,2016,2016-04-11,2016-4
04/12,1.319527,2.261146,1.0794,1.588075,0,12,4,2016,2016-04-12,2016-4
04/13,1.319527,2.261146,1.0794,1.588075,0,13,4,2016,2016-04-13,2016-4
04/14,0.995956,2.129898,0.976218,1.499831,0,14,4,2016,2016-04-14,2016-4
04/15,0.995956,2.129898,0.976218,1.499831,0,15,4,2016,2016-04-15,2016-4
04/18,0.995956,2.129898,0.976218,1.499831,0,18,4,2016,2016-04-18,2016-4
04/19,1.032748,2.129898,1.001273,1.499831,0,19,4,2016,2016-04-19,2016-4
04/20,1.032748,2.129898,1.001273,1.499831,0,20,4,2016,2016-04-20,2016-4
04/21,1.032748,2.129898,1.001273,1.499831,0,21,4,2016,2016-04-21,2016-4
04/22,1.032748,2.129898,1.001273,1.499831,0,22,4,2016,2016-04-22,2016-4
04/25,1.032748,2.129898,1.001273,1.499831,0,25,4,2016,2016-04-25,2016-4
04/26,1.062454,2.129898,1.021503,1.499831,0,26,4,2016,2016-04-26,2016-4
04/27,1.062454,2.129898,1.021503,1.499831,0,27,4,2016,2016-04-27,2016-4
04/28,1.062454,2.129898,1.021503,1.499831,0,28,4,2016,2016-04-28,2016-4
04/29,1.062454,2.129898,1.008372,1.535089,1,29,4,2016,2016-04-29,2016-4
05/02,0.92323,2.184461,0.839012,1.542194,0,2,5,2016,2016-05-02,2016-5
05/03,0.96276,2.184461,0.865721,1.542194,0,3,5,2016,2016-05-03,2016-5
05/04,0.96276,2.184461,0.865721,1.542194,0,4,5,2016,2016-05-04,2016-5
05/05,0.96276,2.184461,0.865721,1.542194,0,5,5,2016,2016-05-05,2016-5
05/06,0.96276,2.184461,0.865721,1.542194,0,6,5,2016,2016-05-06,2016-5
05/09,0.96276,2.184461,0.865721,1.542194,0,9,5,2016,2016-05-09,2016-5
05/10,0.9484,2.184461,0.856018,1.542194,0,10,5,2016,2016-05-10,2016-5
05/11,0.9484,2.184461,0.856018,1.542194,0,11,5,2016,2016-05-11,2016-5
05/12,0.9484,2.184461,0.856018,1.542194,0,12,5,2016,2016-05-12,2016-5
05/13,0.9484,2.184461,0.856018,1.542194,0,13,5,2016,2016-05-13,2016-5
05/16,0.9484,2.184461,0.856018,1.542194,0,16,5,2016,2016-05-16,2016-5
05/17,1.025531,2.202069,0.959825,1.55868,0,17,5,2016,2016-05-17,2016-5
05/18,1.025531,2.202069,0.959825,1.55868,0,18,5,2016,2016-05-18,2016-5
05/19,1.025531,2.202069,0.959825,1.55868,0,19,5,2016,2016-05-19,2016-5
05/20,1.025531,2.202069,0.959825,1.55868,0,20,5,2016,2016-05-20,2016-5
05/23,1.025531,2.202069,0.959825,1.55868,0,23,5,2016,2016-05-23,2016-5
05/24,1.053768,2.202069,0.979227,1.55868,0,24,5,2016,2016-05-24,2016-5
05/25,1.053768,2.202069,0.979227,1.55868,0,25,5,2016,2016-05-25,2016-5
05/26,1.053768,2.202069,0.979227,1.55868,0,26,5,2016,2016-05-26,2016-5
05/27,1.053768,2.202069,0.979227,1.55868,0,27,5,2016,2016-05-27,2016-5
05/31,1.053768,2.202069,0.973934,1.617518,1,31,5,2016,2016-05-31,2016-5
06/01,0.986019,2.212843,0.90225,1.602853,0,1,6,2016,2016-06-01,2016-6
06/02,0.992791,2.212843,0.906799,1.602853,0,2,6,2016,2016-06-02,2016-6
06/03,0.995371,2.212843,0.908533,1.602853,0,3,6,2016,2016-06-03,2016-6
06/06,0.995479,2.212843,0.908605,1.602853,0,6,6,2016,2016-06-06,2016-6
06/07,1.102845,2.212843,0.98073,1.602853,0,7,6,2016,2016-06-07,2016-6
06/08,1.102845,2.212843,0.98073,1.602853,0,8,6,2016,2016-06-08,2016-6
06/09,1.102845,2.212843,0.98073,1.602853,0,9,6,2016,2016-06-09,2016-6
06/10,1.102845,2.212843,0.98073,1.602853,0,10,6,2016,2016-06-10,2016-6
06/13,1.102845,2.212843,0.98073,1.602853,0,13,6,2016,2016-06-13,2016-6
06/14,1.116524,2.212843,0.989919,1.602853,0,14,6,2016,2016-06-14,2016-6
06/15,1.116524,2.212843,0.989919,1.602853,0,15,6,2016,2016-06-15,2016-6
06/16,1.054649,2.257722,0.965022,1.62382,0,16,6,2016,2016-06-16,2016-6
06/17,1.054649,2.257722,0.965022,1.62382,0,17,6,2016,2016-06-17,2016-6
06/20,1.054649,2.257722,0.965022,1.62382,0,20,6,2016,2016-06-20,2016-6
06/21,1.035506,2.257722,0.952222,1.62382,0,21,6,2016,2016-06-21,2016-6
06/22,1.035506,2.257722,0.952222,1.62382,0,22,6,2016,2016-06-22,2016-6
06/23,1.035506,2.257722,0.952222,1.62382,0,23,6,2016,2016-06-23,2016-6
06/24,1.035506,2.257722,0.952222,1.62382,0,24,6,2016,2016-06-24,2016-6
06/27,1.035506,2.257722,0.952222,1.62382,0,27,6,2016,2016-06-27,2016-6
06/28,1.016633,2.257722,0.939602,1.62382,0,28,6,2016,2016-06-28,2016-6
06/29,1.016633,2.257722,0.888177,1.60364,0,29,6,2016,2016-06-29,2016-6
06/30,1.016633,2.257722,0.888177,1.60364,1,30,6,2016,2016-06-30,2016-6
07/01,1.016891,2.291169,0.904444,1.649265,0,1,7,2016,2016-07-01,2016-7
07/05,1.033884,2.291169,0.915666,1.649265,0,5,7,2016,2016-07-05,2016-7
07/06,0.930933,2.291169,0.847678,1.649265,0,6,7,2016,2016-07-06,2016-7
07/07,0.930933,2.291169,0.847678,1.649265,0,7,7,2016,2016-07-07,2016-7
07/08,0.930933,2.291169,0.847678,1.649265,0,8,7,2016,2016-07-08,2016-7
07/11,0.930933,2.291169,0.847678,1.649265,0,11,7,2016,2016-07-11,2016-7
07/12,0.902074,2.291169,0.828619,1.649265,0,12,7,2016,2016-07-12,2016-7
07/13,0.902074,2.291169,0.828619,1.649265,0,13,7,2016,2016-07-13,2016-7
07/14,0.902074,2.291169,0.828619,1.649265,0,14,7,2016,2016-07-14,2016-7
07/15,0.888816,2.288044,0.812177,1.639697,0,15,7,2016,2016-07-15,2016-7
07/18,0.888816,2.288044,0.812177,1.639697,0,18,7,2016,2016-07-18,2016-7
07/19,0.867125,2.288044,0.79787,1.639697,0,19,7,2016,2016-07-19,2016-7
07/20,0.867125,2.288044,0.79787,1.639697,0,20,7,2016,2016-07-20,2016-7
07/21,0.867125,2.288044,0.79787,1.639697,0,21,7,2016,2016-07-21,2016-7
07/22,0.867125,2.288044,0.79787,1.639697,0,22,7,2016,2016-07-22,2016-7
07/25,0.867125,2.288044,0.79787,1.639697,0,25,7,2016,2016-07-25,2016-7
07/26,0.837855,2.288044,0.778565,1.639697,0,26,7,2016,2016-07-26,2016-7
07/27,0.837855,2.288044,0.778565,1.639697,0,27,7,2016,2016-07-27,2016-7
07/28,0.837855,2.288044,0.778565,1.639697,0,28,7,2016,2016-07-28,2016-7
07/29,0.837855,2.288044,0.778565,1.639697,1,29,7,2016,2016-07-29,2016-7
08/01,0.940156,2.374423,0.870472,1.69306,0,1,8,2016,2016-08-01,2016-8
08/02,0.912099,2.374423,0.819421,1.62095,0,2,8,2016,2016-08-02,2016-8
08/03,0.912099,2.374423,0.819421,1.62095,0,3,8,2016,2016-08-03,2016-8
08/04,0.912099,2.374423,0.819421,1.62095,0,4,8,2016,2016-08-04,2016-8
08/05,0.912099,2.374423,0.819421,1.62095,0,5,8,2016,2016-08-05,2016-8
08/08,0.912099,2.374423,0.819421,1.62095,0,8,8,2016,2016-08-08,2016-8
08/09,0.903027,2.374423,0.814082,1.62095,0,9,8,2016,2016-08-09,2016-8
08/10,0.903027,2.374423,0.814082,1.62095,0,10,8,2016,2016-08-10,2016-8
08/11,0.903027,2.374423,0.814082,1.62095,0,11,8,2016,2016-08-11,2016-8
08/12,0.903027,2.374423,0.814082,1.62095,0,12,8,2016,2016-08-12,2016-8
08/15,0.903027,2.374423,0.814082,1.62095,0,15,8,2016,2016-08-15,2016-8
08/16,0.891901,2.277467,0.79564,1.556968,0,16,8,2016,2016-08-16,2016-8
08/17,0.8919010454,2.2774669416,0.7956397008,1.5569680267,0,17,8,2016,2016-08-17,2016-8
08/18,0.8919010454,2.2774669416,0.7956397008,1.5569680267,0,18,8,2016,2016-08-18,2016-8
08/19,0.8919010454,2.2774669416,0.7956397008,1.5569680267,0,19,8,2016,2016-08-19,2016-8
08/22,0.8919010454,2.2774669416,0.7956397008,1.5569680267,0,22,8,2016,2016-08-22,2016-8
08/23,0.9078967361,2.2774669416,0.8051070573,1.5569680267,0,23,8,2016,2016-08-23,2016-8
08/24,0.9078967361,2.2774669416,0.8051070573,1.5569680267,0,24,8,2016,2016-08-24,2016-8
08/25,0.9078967361,2.2774669416,0.8051070573,1.5569680267,0,25,8,2016,2016-08-25,2016-8
08/26,0.9078967361,2.2774669416,0.8051070573,1.5569680267,0,26,8,2016,2016-08-26,2016-8
08/29,0.9078967361,2.2774669416,0.8357012237,1.6016936476,0,29,8,2016,2016-08-29,2016-8
08/30,0.9311582659,2.2774669416,0.8494860529,1.6016936476,0,30,8,2016,2016-08-30,2016-8
08/31,0.9311582659,2.2774669416,0.8494860529,1.6016936476,1,31,8,2016,2016-08-31,2016-8
09/01,1.2513499909,2.2598052903,1.0404768631,1.5882432632,0,1,9,2016,2016-09-01,2016-9
09/02,1.2074082721,2.2598052903,1.01443996,1.5882432632,0,2,9,2016,2016-09-02,2016-9
09/06,1.2413988129,2.2598052903,1.0345804652,1.5882432632,0,6,9,2016,2016-09-06,2016-9
09/07,1.3016367225,2.2598052903,1.0702733934,1.5882432632,0,7,9,2016,2016-09-07,2016-9
09/08,1.3016367225,2.2598052903,1.0702733934,1.5882432632,0,8,9,2016,2016-09-08,2016-9
09/09,1.3016367225,2.2598052903,1.0702733934,1.5882432632,0,9,9,2016,2016-09-09,2016-9
09/12,1.3016367225,2.2598052903,1.0702733934,1.5882432632,0,12,9,2016,2016-09-12,2016-9
09/13,1.2857517948,2.2598052903,1.0608610551,1.5882432632,0,13,9,2016,2016-09-13,2016-9
09/14,1.2857517948,2.2598052903,1.0608610551,1.5882432632,0,14,9,2016,2016-09-14,2016-9
09/15,1.2857517948,2.2598052903,1.0608610551,1.5882432632,0,15,9,2016,2016-09-15,2016-9
09/16,1.4296691326,2.3100334045,1.1510322411,1.6416250939,0,16,9,2016,2016-09-16,2016-9
09/19,1.4296691326,2.3100334045,1.1510322411,1.6416250939,0,19,9,2016,2016-09-19,2016-9
09/20,1.4372161232,2.3100334045,1.1554867796,1.6416250939,0,20,9,2016,2016-09-20,2016-9
09/21,1.4372161232,2.3100334045,1.1554867796,1.6416250939,0,21,9,2016,2016-09-21,2016-9
09/22,1.4372161232,2.3100334045,1.1554867796,1.6416250939,0,22,9,2016,2016-09-22,2016-9
09/23,1.4372161232,2.3100334045,1.1554867796,1.6416250939,0,23,9,2016,2016-09-23,2016-9
09/26,1.4372161232,2.3100334045,1.1554867796,1.6416250939,0,26,9,2016,2016-09-26,2016-9
09/27,1.4414088958,2.3100334045,1.1579615232,1.6416250939,0,27,9,2016,2016-09-27,2016-9
09/28,1.4414088958,2.3100334045,1.1579615232,1.6416250939,0,28,9,2016,2016-09-28,2016-9
09/29,1.4414088958,2.3100334045,1.1579615232,1.6416250939,0,29,9,2016,2016-09-29,2016-9
09/30,1.4414088958,2.3100334045,1.1920520985,1.6840711294,1,30,9,2016,2016-09-30,2016-9
10/03,1.5904056108,2.3000156595,1.3822962989,1.7645967965,0,3,10,2016,2016-10-03,2016-10
10/04,1.5286605621,2.3000156595,1.345906636,1.7645967965,0,4,10,2016,2016-10-04,2016-10
10/05,1.5286605621,2.3000156595,1.345906636,1.7645967965,0,5,10,2016,2016-10-05,2016-10
10/06,1.5286605621,2.3000156595,1.345906636,1.7645967965,0,6,10,2016,2016-10-06,2016-10
10/07,1.5286605621,2.3000156595,1.345906636,1.7645967965,0,7,10,2016,2016-10-07,2016-10
10/11,1.5286605621,2.3000156595,1.345906636,1.7645967965,0,11,10,2016,2016-10-11,2016-10
10/12,1.5509441547,2.3000156595,1.3590395501,1.7645967965,0,12,10,2016,2016-10-12,2016-10
10/13,1.5509441547,2.3000156595,1.3590395501,1.7645967965,0,13,10,2016,2016-10-13,2016-10
10/14,1.5509441547,2.3000156595,1.3590395501,1.7645967965,0,14,10,2016,2016-10-14,2016-10
10/17,1.5509441546558,2.30001565951929,1.35903955012815,1.76459679649796,0,17,10,2016,2016-10-17,2016-10
10/18,1.57322560242417,2.1906497173426,1.3779377372418,1.7090886034222,0,18,10,2016,2016-10-18,2016-10
10/19,1.57322560242417,2.1906497173426,1.3779377372418,1.7090886034222,0,19,10,2016,2016-10-19,2016-10
10/20,1.573225602,2.190649717,1.377937737,1.709088603,0,20,10,2016,2016-10-20,2016-10
10/21,1.57322560242417,2.1906497173426,1.3779377372418,1.7090886034222,0,21,10,2016,2016-10-21,2016-10
10/24,1.57322560242417,2.1906497173426,1.3779377372418,1.7090886034222,0,24,10,2016,2016-10-24,2016-10
10/25,1.56724527711314,2.1906497173426,1.37438286370961,1.7090886034222,0,25,10,2016,2016-10-25,2016-10
10/26,1.56724527711314,2.1906497173426,1.37438286370961,1.7090886034222,0,26,10,2016,2016-10-26,2016-10
10/27,1.56724527711314,2.1906497173426,1.37438286370961,1.7090886034222,0,27,10,2016,2016-10-27,2016-10
10/28,1.56724527711314,2.1906497173426,1.37438286370961,1.7090886034222,0,28,10,2016,2016-10-28,2016-10
10/31,1.56724527711314,2.1906497173426,1.41716521102147,1.77938116642222,1,31,10,2016,2016-10-31,2016-10
11/01,1.61639116249823,2.19465386546478,1.47701288316164,1.80228806537746,0,1,11,2016,2016-11-01,2016-11
11/02,1.61072490570076,2.19465386546478,1.47367342212199,1.80228806537746,0,2,11,2016,2016-11-02,2016-11
11/03,1.5902263884628,2.19465386546478,1.46159243071387,1.80228806537746,0,3,11,2016,2016-11-03,2016-11
11/04,1.57417199420329,2.19465386546478,1.45213062443488,1.80228806537746,0,4,11,2016,2016-11-04,2016-11
11/07,1.55997857644097,2.19465386546478,1.44376560192871,1.80228806537746,0,7,11,2016,2016-11-07,2016-11
11/08,1.64983386957041,2.19465386546478,1.49672265300078,1.80228806537746,0,8,11,2016,2016-11-08,2016-11
11/09,1.64983386957041,2.19465386546478,1.49672265300078,1.80228806537746,0,9,11,2016,2016-11-09,2016-11
11/10,1.64983386957041,2.19465386546478,1.49672265300078,1.80228806537746,0,10,11,2016,2016-11-10,2016-11
11/14,1.64983386957041,2.19465386546478,1.49672265300078,1.80228806537746,0,14,11,2016,2016-11-14,2016-11
11/15,1.61105669206674,2.19465386546478,1.47386896349655,1.80228806537746,0,15,11,2016,2016-11-15,2016-11
11/16,1.61105669206674,2.19465386546478,1.47386896349655,1.80228806537746,0,16,11,2016,2016-11-16,2016-11
11/17,1.68800949336094,2.14592025558498,1.49519599166288,1.77385587922669,0,17,11,2016,2016-11-17,2016-11
11/18,1.68800949336094,2.14592025558498,1.49519599166288,1.77385587922669,0,18,11,2016,2016-11-18,2016-11
11/21,1.68800949336094,2.14592025558498,1.49519599166288,1.77385587922669,0,21,11,2016,2016-11-21,2016-11
11/22,1.6588303459909,2.14592025558498,1.4778678177914,1.77385587922669,0,22,11,2016,2016-11-22,2016-11
11/23,1.6588303459909,2.14592025558498,1.4778678177914,1.77385587922669,0,23,11,2016,2016-11-23,2016-11
11/25,1.6588303459909,2.14592025558498,1.4778678177914,1.77385587922669,0,25,11,2016,2016-11-25,2016-11
11/28,1.6588303459909,2.14592025558498,1.4778678177914,1.77385587922669,0,28,11,2016,2016-11-28,2016-11
11/29,1.64382392734346,2.14592025558498,1.46895618551464,1.77385587922669,0,29,11,2016,2016-11-29,2016-11
11/30,1.64382392734346,2.14592025558498,1.44388915484739,1.75800637392547,1,30,11,2016,2016-11-30,2016-11
12/01,2.08996311085099,2.16894780401087,1.77552414192554,1.83655207851292,0,1,12,2016,2016-12-01,2016-12
12/02,2.16501982638133,2.16894780401087,1.81989691218956,1.83655207851292,0,2,12,2016,2016-12-02,2016-12
12/05,2.17409645244546,2.16894780401087,1.82526292161684,1.83655207851292,0,5,12,2016,2016-12-05,2016-12
12/06,1.94714535865135,2.16894780401087,1.69109173287063,1.83655207851292,0,6,12,2016,2016-12-06,2016-12
12/07,1.94714535865135,2.16894780401087,1.69109173287063,1.83655207851292,0,7,12,2016,2016-12-07,2016-12
12/08,1.94714535865135,2.16894780401087,1.69109173287063,1.83655207851292,0,8,12,2016,2016-12-08,2016-12
12/09,1.94714535865135,2.16894780401087,1.69109173287063,1.83655207851292,0,9,12,2016,2016-12-09,2016-12
12/12,1.94714535865135,2.16894780401087,1.69109173287063,1.83655207851292,0,12,12,2016,2016-12-12,2016-12
12/13,1.96945858631266,2.16894780401087,1.7042830871401,1.83655207851292,0,13,12,2016,2016-12-13,2016-12
12/14,1.96945858631266,2.16894780401087,1.7042830871401,1.83655207851292,0,14,12,2016,2016-12-14,2016-12
12/15,2.01918989985828,2.1314787348742,1.71806585177543,1.80635855185103,0,15,12,2016,2016-12-15,2016-12
12/16,2.01918989985828,2.1314787348742,1.71806585177543,1.80635855185103,0,16,12,2016,2016-12-16,2016-12
12/19,2.01918989985828,2.1314787348742,1.71806585177543,1.80635855185103,0,19,12,2016,2016-12-19,2016-12
12/20,2.0426005233614,2.1314787348742,1.73197014995574,1.80635855185103,0,20,12,2016,2016-12-20,2016-12
12/21,2.0426005233614,2.1314787348742,1.73197014995574,1.80635855185103,0,21,12,2016,2016-12-21,2016-12
12/22,2.042600523,2.131478735,1.638520686,1.716598738,0,22,12,2016,2016-12-22,2016-12
12/23,2.0426005233614,2.1314787348742,1.63852068571038,1.71659873788992,0,23,12,2016,2016-12-23,2016-12
12/27,2.0426005233614,2.1314787348742,1.63852068571038,1.71659873788992,0,27,12,2016,2016-12-27,2016-12
12/28,2.07314853207889,2.1314787348742,1.65666065833698,1.71659873788992,0,28,12,2016,2016-12-28,2016-12
12/29,2.07314853207889,2.1314787348742,1.65666065833698,1.71659873788992,0,29,12,2016,2016-12-29,2016-12
12/30,2.07314853207889,2.1314787348742,1.65666065833698,1.71659873788992,1,30,12,2016,2016-12-30,2016-12
01/03,2.28114533796147,2.01892807511412,1.71249214472655,1.58166928141079,0,3,1,2017,2017-01-03,2017-1
01/04,2.3469938130426,2.01892807511412,1.75167861795882,1.58166928141079,0,4,1,2017,2017-01-04,2017-1
01/05,2.3469938130426,2.01892807511412,1.75167861795882,1.58166928141079,0,5,1,2017,2017-01-05,2017-1
01/06,2.3469938130426,2.01892807511412,1.75167861795882,1.58166928141079,0,6,1,2017,2017-01-06,2017-1
01/09,2.3469938130426,2.01892807511412,1.75167861795882,1.58166928141079,0,9,1,2017,2017-01-09,2017-1
01/10,2.3561221429176,2.01892807511412,1.75711089340425,1.58166928141079,0,10,1,2017,2017-01-10,2017-1
01/11,2.3561221429176,2.01892807511412,1.75711089340425,1.58166928141079,0,11,1,2017,2017-01-11,2017-1
01/12,2.3561221429176,2.01892807511412,1.75711089340425,1.58166928141079,0,12,1,2017,2017-01-12,2017-1
01/13,2.3561221429176,2.01892807511412,1.75711089340425,1.58166928141079,0,13,1,2017,2017-01-13,2017-1
01/17,2.3561221429176,2.01892807511412,1.75711089340425,1.58166928141079,0,17,1,2017,2017-01-17,2017-1
01/18,2.34376802404703,2.08857130584952,1.75223399526565,1.61140424985053,0,18,1,2017,2017-01-18,2017-1
01/19,2.34376802404703,2.08857130584952,1.75223399526565,1.61140424985053,0,19,1,2017,2017-01-19,2017-1
01/20,2.34376802404703,2.08857130584952,1.75223399526565,1.61140424985053,0,20,1,2017,2017-01-20,2017-1
01/23,2.34376802404703,2.08857130584952,1.75223399526565,1.61140424985053,0,23,1,2017,2017-01-23,2017-1
01/24,2.32465015087659,2.08857130584952,1.74078213005777,1.61140424985053,0,24,1,2017,2017-01-24,2017-1
01/25,2.32465015087659,2.08857130584952,1.74078213005777,1.61140424985053,0,25,1,2017,2017-01-25,2017-1
01/26,2.32465015087659,2.08857130584952,1.74078213005777,1.61140424985053,0,26,1,2017,2017-01-26,2017-1
01/27,2.32465015087659,2.08857130584952,1.74078213005777,1.61140424985053,0,27,1,2017,2017-01-27,2017-1
01/30,2.32465015087659,2.08857130584952,1.69862678268156,1.56346772263365,0,30,1,2017,2017-01-30,2017-1
01/31,2.3040028478525,2.08857130584952,1.68627114095905,1.56346772263365,1,31,1,2017,2017-01-31,2017-1
02/01,2.50110907226637,1.97703991584657,1.79824191423408,1.50379292786604,0,1,2,2017,2017-02-01,2017-2
02/02,2.50863138071062,1.97703991584657,1.80274106502298,1.50379292786604,0,2,2,2017,2017-02-02,2017-2
02/03,2.51108430737721,1.97703991584657,1.80420817941067,1.50379292786604,0,3,2,2017,2017-02-03,2017-2
02/06,2.52073248559916,1.97703991584657,1.80997882933558,1.50379292786604,0,6,2,2017,2017-02-06,2017-2
02/07,2.38416356429223,1.97703991584657,1.72829590253278,1.50379292786604,0,7,2,2017,2017-02-07,2017-2
02/08,2.38416356429223,1.97703991584657,1.72829590253278,1.50379292786604,0,8,2,2017,2017-02-08,2017-2
02/09,2.38416356429223,1.97703991584657,1.72829590253278,1.50379292786604,0,9,2,2017,2017-02-09,2017-2
02/10,2.38416356429223,1.97703991584657,1.72829590253278,1.50379292786604,0,10,2,2017,2017-02-10,2017-2
02/13,2.41151786997924,2.03219287223357,1.80664736959719,1.50379292786604,0,13,2,2017,2017-02-13,2017-2
02/14,2.42100456333076,2.03219287223357,1.81289618823881,1.50379292786604,0,14,2,2017,2017-02-14,2017-2
