Label,CPI Inflation,Core CPI Inflation,PCE Inflation,Core PCE Inflation,is_last_day,day,month,year,date,year-month
10/22,2.51118034718545,2.13489739053692,2.01100398688479,1.81661089248879,0,22,10,2018,2018-10-22,2018-10
10/23,2.49894315762567,2.13489739053692,2.00363382959328,1.81661089248879,0,23,10,2018,2018-10-23,2018-10
10/24,2.49894315762567,2.13489739053692,2.00363382959328,1.81661089248879,0,24,10,2018,2018-10-24,2018-10
10/25,2.49894315762567,2.13489739053692,2.00363382959328,1.81661089248879,0,25,10,2018,2018-10-25,2018-10
10/26,2.49894315762567,2.13489739053692,2.00363382959328,1.81661089248879,0,26,10,2018,2018-10-26,2018-10
10/29,2.49894315762567,2.13489739053692,2.05477473555149,1.86702685471261,0,29,10,2018,2018-10-29,2018-10
10/30,2.48432128497218,2.13489739053692,2.04598903225883,1.86702685471261,0,30,10,2018,2018-10-30,2018-10
10/31,2.48432128497218,2.13489739053692,2.04598903225883,1.86702685471261,1,31,10,2018,2018-10-31,2018-10
11/01,2.35333418907266,2.19395006914049,1.99301531326048,1.93026748293772,0,1,11,2018,2018-11-01,2018-11
11/02,2.30176580179586,2.19395006914049,1.96207114567617,1.93026748293772,0,2,11,2018,2018-11-02,2018-11
11/05,2.30025648314387,2.19395006914049,1.96116546272249,1.93026748293772,0,5,11,2018,2018-11-05,2018-11
11/06,2.33812794303017,2.19395006914049,1.98389064113642,1.93026748293772,0,6,11,2018,2018-11-06,2018-11
11/07,2.33812794303017,2.19395006914049,1.98389064113642,1.93026748293772,0,7,11,2018,2018-11-07,2018-11
11/08,2.33812794303017,2.19395006914049,1.98389064113642,1.93026748293772,0,8,11,2018,2018-11-08,2018-11
11/09,2.33812794303017,2.19395006914049,1.98389064113642,1.93026748293772,0,9,11,2018,2018-11-09,2018-11
11/13,2.33812794303017,2.19395006914049,1.98389064113642,1.93026748293772,0,13,11,2018,2018-11-13,2018-11
11/14,2.33597533587877,2.19906392901195,1.97730860684762,1.93182400355643,0,14,11,2018,2018-11-14,2018-11
11/15,2.33597533587877,2.19906392901195,1.97730860684762,1.93182400355643,0,15,11,2018,2018-11-15,2018-11
11/16,2.33597533587877,2.19906392901195,1.97730860684762,1.93182400355643,0,16,11,2018,2018-11-16,2018-11
11/19,2.33597533587877,2.19906392901195,1.97730860684762,1.93182400355643,0,19,11,2018,2018-11-19,2018-11
11/20,2.29138138839753,2.19906392901195,1.95057580791504,1.93182400355643,0,20,11,2018,2018-11-20,2018-11
11/21,2.29138138839753,2.19906392901195,1.95057580791504,1.93182400355643,0,21,11,2018,2018-11-21,2018-11
11/23,2.29138138839753,2.19906392901195,1.95057580791504,1.93182400355643,0,23,11,2018,2018-11-23,2018-11
11/26,2.29138138839753,2.19906392901195,1.95057580791504,1.93182400355643,0,26,11,2018,2018-11-26,2018-11
11/27,2.24710148279998,2.19906392901195,1.9240312681299,1.93182400355643,0,27,11,2018,2018-11-27,2018-11
11/28,2.24710148279998,2.19906392901195,1.9240312681299,1.93182400355643,0,28,11,2018,2018-11-28,2018-11
11/29,2.24710148279998,2.19906392901195,1.82987249938098,1.83315908094428,0,29,11,2018,2018-11-29,2018-11
11/30,2.24710148279998,2.19906392901195,1.82987249938098,1.83315908094428,1,30,11,2018,2018-11-30,2018-11
12/03,2.09132448730784,2.12270124762484,1.74508470961996,1.81779038216814,0,3,12,2018,2018-12-03,2018-12
12/04,2.02063479000258,2.12270124762484,1.70260479347712,1.81779038216814,0,4,12,2018,2018-12-04,2018-12
12/05,2.02063479000258,2.12270124762484,1.70260479347712,1.81779038216814,0,5,12,2018,2018-12-05,2018-12
12/06,2.02063479000258,2.12270124762484,1.70260479347712,1.81779038216814,0,6,12,2018,2018-12-06,2018-12
12/07,2.02063479000258,2.12270124762484,1.70260479347712,1.81779038216814,0,7,12,2018,2018-12-07,2018-12
12/10,2.02063479000258,2.12270124762484,1.70260479347712,1.81779038216814,0,10,12,2018,2018-12-10,2018-12
12/11,1.99838713669311,2.12270124762484,1.68923539902519,1.81779038216814,0,11,12,2018,2018-12-11,2018-12
12/12,1.92340966691602,2.14059658159835,1.66443713445594,1.84278166686818,0,12,12,2018,2018-12-12,2018-12
12/13,1.92340966691602,2.14059658159835,1.66443713445594,1.84278166686818,0,13,12,2018,2018-12-13,2018-12
12/14,1.92340966691602,2.14059658159835,1.66443713445594,1.84278166686818,0,14,12,2018,2018-12-14,2018-12
12/17,1.92340966691602,2.14059658159835,1.66443713445594,1.84278166686818,0,17,12,2018,2018-12-17,2018-12
12/18,1.8925652601915,2.14059658159835,1.64601196843635,1.84278166686818,0,18,12,2018,2018-12-18,2018-12
12/19,1.8925652601915,2.14059658159835,1.64601196843635,1.84278166686818,0,19,12,2018,2018-12-19,2018-12
12/20,1.8925652601915,2.14059658159835,1.64601196843635,1.84278166686818,0,20,12,2018,2018-12-20,2018-12
12/21,1.8925652601915,2.14059658159835,1.64601196843635,1.84278166686818,0,21,12,2018,2018-12-21,2018-12
12/24,1.8925652601915,2.14059658159835,1.68796982127275,1.86534944789174,0,24,12,2018,2018-12-24,2018-12
12/26,1.8925652601915,2.14059658159835,1.68796982127275,1.86534944789174,0,26,12,2018,2018-12-26,2018-12
12/27,1.86103542220646,2.14059658159835,1.66932262921142,1.86534944789174,0,27,12,2018,2018-12-27,2018-12
12/28,1.86103542220646,2.14059658159835,1.66932262921142,1.86534944789174,0,28,12,2018,2018-12-28,2018-12
12/31,1.86103542220646,2.14059658159835,1.66932262921142,1.86534944789174,1,31,12,2018,2018-12-31,2018-12
01/02,1.56505482440328,1.98456434665248,1.50060416261424,1.79223238634922,0,2,1,2019,2019-01-02,2019-1
01/03,1.5732014146054,1.98456434665248,1.50544985779895,1.79223238634922,0,3,1,2019,2019-01-03,2019-1
01/04,1.58795047006943,1.98456434665248,1.51422278306799,1.79223238634922,0,4,1,2019,2019-01-04,2019-1
01/07,1.60514882716287,1.98456434665248,1.52445258401348,1.79223238634922,0,7,1,2019,2019-01-07,2019-1
01/08,1.41265344547441,1.98456434665248,1.4099538893475,1.79223238634922,0,8,1,2019,2019-01-08,2019-1
01/09,1.41265344547441,1.98456434665248,1.4099538893475,1.79223238634922,0,9,1,2019,2019-01-09,2019-1
01/10,1.41265344547441,1.98456434665248,1.4099538893475,1.79223238634922,0,10,1,2019,2019-01-10,2019-1
01/11,1.50490474972265,2.02505605276075,1.47643159262767,1.81483151484694,0,11,1,2019,2019-01-11,2019-1
01/14,1.50490474972265,2.02505605276075,1.47643159262767,1.81483151484694,0,14,1,2019,2019-01-14,2019-1
01/15,1.5116159661241,2.02505605276075,1.48039864498417,1.81483151484694,0,15,1,2019,2019-01-15,2019-1
01/16,1.5116159661241,2.02505605276075,1.48039864498417,1.81483151484694,0,16,1,2019,2019-01-16,2019-1
01/17,1.5116159661241,2.02505605276075,1.48039864498417,1.81483151484694,0,17,1,2019,2019-01-17,2019-1
01/18,1.5116159661241,2.02505605276075,1.48039864498417,1.81483151484694,0,18,1,2019,2019-01-18,2019-1
01/22,1.5116159661241,2.02505605276075,1.48039864498417,1.81483151484694,0,22,1,2019,2019-01-22,2019-1
01/23,1.51484729253959,2.02505605276075,1.48230870722992,1.81483151484694,0,23,1,2019,2019-01-23,2019-1
01/24,1.51484729253959,2.02505605276075,1.48230870722992,1.81483151484694,0,24,1,2019,2019-01-24,2019-1
01/25,1.51484729253959,2.02505605276075,1.48230870722992,1.81483151484694,0,25,1,2019,2019-01-25,2019-1
01/28,1.51484729253959,2.02505605276075,1.48230870722992,1.81483151484694,0,28,1,2019,2019-01-28,2019-1
01/29,1.51758149181427,2.02505605276075,1.48392491374554,1.81483151484694,0,29,1,2019,2019-01-29,2019-1
01/30,1.51758149181427,2.02505605276075,1.48392491374554,1.81483151484694,0,30,1,2019,2019-01-30,2019-1
01/31,1.51758149181427,2.02505605276075,1.48392491374554,1.81483151484694,1,31,1,2019,2019-01-31,2019-1
02/01,1.6166428130834,1.99903001344062,1.5490388859372,1.79394021658912,0,1,2,2019,2019-02-01,2019-2
02/04,1.67910188342373,1.99903001344062,1.58605482745928,1.79394021658912,0,4,2,2019,2019-02-04,2019-2
02/05,1.42432456219892,1.99903001344062,1.43506278783687,1.79394021658912,0,5,2,2019,2019-02-05,2019-2
02/06,1.42432456219892,1.99903001344062,1.43506278783687,1.79394021658912,0,6,2,2019,2019-02-06,2019-2
02/07,1.42432456219892,1.99903001344062,1.43506278783687,1.79394021658912,0,7,2,2019,2019-02-07,2019-2
02/08,1.42432456219892,1.99903001344062,1.43506278783687,1.79394021658912,0,8,2,2019,2019-02-08,2019-2
02/11,1.46561689170479,2.03227171371863,1.39515188431241,1.77126254919835,0,11,2,2019,2019-02-11,2019-2
02/12,1.47940478868986,2.03227171371863,1.40550766068079,1.77126254919835,0,12,2,2019,2019-02-12,2019-2
02/13,1.47206689077697,2.13487501114435,1.37142335991316,1.82430106827765,0,13,2,2019,2019-02-13,2019-2
02/14,1.47206689077697,2.13487501114435,1.37142335991316,1.82430106827765,0,14,2,2019,2019-02-14,2019-2
02/15,1.47206689077697,2.13487501114435,1.37142335991316,1.82430106827765,0,15,2,2019,2019-02-15,2019-2
02/19,1.47206689077697,2.13487501114435,1.37142335991316,1.82430106827765,0,19,2,2019,2019-02-19,2019-2
02/20,1.49468943234825,2.13487501114435,1.38829659730557,1.82430106827765,0,20,2,2019,2019-02-20,2019-2
02/21,1.49468943234825,2.13487501114435,1.38829659730557,1.82430106827765,0,21,2,2019,2019-02-21,2019-2
02/22,1.49468943234825,2.13487501114435,1.38829659730557,1.82430106827765,0,22,2,2019,2019-02-22,2019-2
02/25,1.49468943234825,2.13487501114435,1.38829659730557,1.82430106827765,0,25,2,2019,2019-02-25,2019-2
02/26,1.53058540392301,2.13487501114435,1.41506994847411,1.82430106827765,0,26,2,2019,2019-02-26,2019-2
02/27,1.53058540392301,2.13487501114435,1.41506994847411,1.82430106827765,0,27,2,2019,2019-02-27,2019-2
02/28,1.53058540392301,2.13487501114435,1.41506994847411,1.82430106827765,1,28,2,2019,2019-02-28,2019-2
03/01,1.73190042712097,2.12999389437529,1.6157320575126,1.89558373480636,0,1,3,2019,2019-03-01,2019-3
03/04,1.69063654956292,2.12999389437529,1.58579219529988,1.89558373480636,0,4,3,2019,2019-03-04,2019-3
03/05,1.69336726174687,2.12999389437529,1.58777352016239,1.89558373480636,0,5,3,2019,2019-03-05,2019-3
03/06,1.69336726174687,2.12999389437529,1.58777352016239,1.89558373480636,0,6,3,2019,2019-03-06,2019-3
03/07,1.69336726174687,2.12999389437529,1.58777352016239,1.89558373480636,0,7,3,2019,2019-03-07,2019-3
03/08,1.69336726174687,2.12999389437529,1.58777352016239,1.89558373480636,0,8,3,2019,2019-03-08,2019-3
03/11,1.69336726174687,2.12999389437529,1.58777352016239,1.89558373480636,0,11,3,2019,2019-03-11,2019-3
03/12,1.71287045091661,2.07364299351918,1.59854899826004,1.83616135133358,0,12,3,2019,2019-03-12,2019-3
03/13,1.71287045091661,2.07364299351918,1.59854899826004,1.83616135133358,0,13,3,2019,2019-03-13,2019-3
03/14,1.71287045091661,2.07364299351918,1.59854899826004,1.83616135133358,0,14,3,2019,2019-03-14,2019-3
03/15,1.71287045091661,2.07364299351918,1.59854899826004,1.83616135133358,0,15,3,2019,2019-03-15,2019-3
03/18,1.71287045091661,2.07364299351918,1.59854899826004,1.83616135133358,0,18,3,2019,2019-03-18,2019-3
03/19,1.75846689532986,2.07364299351918,1.63153094370361,1.83616135133358,0,19,3,2019,2019-03-19,2019-3
03/20,1.75846689532986,2.07364299351918,1.63153094370361,1.83616135133358,0,20,3,2019,2019-03-20,2019-3
03/21,1.75846689532986,2.07364299351918,1.63153094370361,1.83616135133358,0,21,3,2019,2019-03-21,2019-3
03/22,1.75846689532986,2.07364299351918,1.63153094370361,1.83616135133358,0,22,3,2019,2019-03-22,2019-3
03/25,1.75846689532986,2.07364299351918,1.63153094370361,1.83616135133358,0,25,3,2019,2019-03-25,2019-3
03/26,1.80738569373302,2.07364299351918,1.66691609622722,1.83616135133358,0,26,3,2019,2019-03-26,2019-3
03/27,1.80738569373302,2.07364299351918,1.66691609622722,1.83616135133358,0,27,3,2019,2019-03-27,2019-3
03/28,1.80738569373302,2.07364299351918,1.66691609622722,1.83616135133358,0,28,3,2019,2019-03-28,2019-3
03/29,1.80738569373302,2.07364299351918,1.58154161235069,1.68700360158109,1,29,3,2019,2019-03-29,2019-3
04/01,1.72889920795758,2.13670534984738,1.46523386836452,1.655167945647,0,1,4,2019,2019-04-01,2019-4
04/02,1.86567526836423,2.13670534984738,1.56170316494093,1.655167945647,0,2,4,2019,2019-04-02,2019-4
04/03,1.86567526836423,2.13670534984738,1.56170316494093,1.655167945647,0,3,4,2019,2019-04-03,2019-4
04/04,1.86567526836423,2.13670534984738,1.56170316494093,1.655167945647,0,4,4,2019,2019-04-04,2019-4
04/05,1.86567526836423,2.13670534984738,1.56170316494093,1.655167945647,0,5,4,2019,2019-04-05,2019-4
04/08,1.86567526836423,2.13670534984738,1.56170316494093,1.655167945647,0,8,4,2019,2019-04-08,2019-4
04/09,1.90122599409621,2.13670534984738,1.58677738841215,1.655167945647,0,9,4,2019,2019-04-09,2019-4
04/10,1.9701392667135,2.09751363667381,1.64513967687543,1.64115019744593,0,10,4,2019,2019-04-10,2019-4
04/11,1.9701392667135,2.09751363667381,1.64513967687543,1.64115019744593,0,11,4,2019,2019-04-11,2019-4
04/12,1.9701392667135,2.09751363667381,1.64513967687543,1.64115019744593,0,12,4,2019,2019-04-12,2019-4
04/15,1.9701392667135,2.09751363667381,1.64513967687543,1.64115019744593,0,15,4,2019,2019-04-15,2019-4
04/16,2.02244804696212,2.09751363667381,1.68108256024015,1.64115019744593,0,16,4,2019,2019-04-16,2019-4
04/17,2.02244804696212,2.09751363667381,1.68108256024015,1.64115019744593,0,17,4,2019,2019-04-17,2019-4
04/18,2.02244804696212,2.09751363667381,1.68108256024015,1.64115019744593,0,18,4,2019,2019-04-18,2019-4
04/19,2.02244804696212,2.09751363667381,1.68108256024015,1.64115019744593,0,19,4,2019,2019-04-19,2019-4
04/22,2.02244804696212,2.09751363667381,1.68108256024015,1.64115019744593,0,22,4,2019,2019-04-22,2019-4
04/23,2.05342035105673,2.09751363667381,1.70236453065347,1.64115019744593,0,23,4,2019,2019-04-23,2019-4
04/24,2.05342035105673,2.09751363667381,1.70236453065347,1.64115019744593,0,24,4,2019,2019-04-24,2019-4
04/25,2.05342035105673,2.09751363667381,1.70236453065347,1.64115019744593,0,25,4,2019,2019-04-25,2019-4
04/26,2.05342035105673,2.09751363667381,1.70236453065347,1.64115019744593,0,26,4,2019,2019-04-26,2019-4
04/29,2.05342035105673,2.09751363667381,1.5450982709551,1.51058653302831,0,29,4,2019,2019-04-29,2019-4
04/30,2.08466796452105,2.09751363667381,1.56585965222547,1.51058653302831,1,30,4,2019,2019-04-30,2019-4
05/01,1.86465411100478,2.08985135124384,1.41567232451274,1.42747412138429,0,1,5,2019,2019-05-01,2019-5
05/02,1.86819978555361,2.08985135124384,1.41802592532829,1.42747412138429,0,2,5,2019,2019-05-02,2019-5
05/03,1.84815308714288,2.08985135124384,1.40471902840968,1.42747412138429,0,3,5,2019,2019-05-03,2019-5
05/06,1.8440164668359,2.08985135124384,1.40197316079158,1.42747412138429,0,6,5,2019,2019-05-06,2019-5
05/07,1.98905577860784,2.08985135124384,1.49824952168378,1.42747412138429,0,7,5,2019,2019-05-07,2019-5
05/08,1.98905577860784,2.08985135124384,1.49824952168378,1.42747412138429,0,8,5,2019,2019-05-08,2019-5
05/09,1.98905577860784,2.08985135124384,1.49824952168378,1.42747412138429,0,9,5,2019,2019-05-09,2019-5
05/10,1.8957564849744,2.0545322980241,1.40957209634063,1.42948494261474,0,10,5,2019,2019-05-10,2019-5
05/13,1.8957564849744,2.0545322980241,1.40957209634063,1.42948494261474,0,13,5,2019,2019-05-13,2019-5
05/14,1.87818092944676,2.0545322980241,1.39791988304441,1.42948494261474,0,14,5,2019,2019-05-14,2019-5
05/15,1.87818092944676,2.0545322980241,1.39791988304441,1.42948494261474,0,15,5,2019,2019-05-15,2019-5
05/16,1.87818092944676,2.0545322980241,1.39791988304441,1.42948494261474,0,16,5,2019,2019-05-16,2019-5
05/17,1.87818092944676,2.0545322980241,1.39791988304441,1.42948494261474,0,17,5,2019,2019-05-17,2019-5
05/20,1.87818092944676,2.0545322980241,1.39791988304441,1.42948494261474,0,20,5,2019,2019-05-20,2019-5
05/21,1.8662618745487,2.0545322980241,1.39001780736079,1.42948494261474,0,21,5,2019,2019-05-21,2019-5
05/22,1.8662618745487,2.0545322980241,1.39001780736079,1.42948494261474,0,22,5,2019,2019-05-22,2019-5
05/23,1.8662618745487,2.0545322980241,1.39001780736079,1.42948494261474,0,23,5,2019,2019-05-23,2019-5
05/24,1.8662618745487,2.0545322980241,1.39001780736079,1.42948494261474,0,24,5,2019,2019-05-24,2019-5
05/28,1.8662618745487,2.0545322980241,1.39001780736079,1.42948494261474,0,28,5,2019,2019-05-28,2019-5
05/29,1.85121154251642,2.0545322980241,1.38003976264165,1.42948494261474,0,29,5,2019,2019-05-29,2019-5
05/30,1.85121154251642,2.0545322980241,1.38003976264165,1.42948494261474,0,30,5,2019,2019-05-30,2019-5
05/31,1.85121154251642,2.0545322980241,1.41589691765269,1.48784497153363,1,31,5,2019,2019-05-31,2019-5
06/03,1.64094890177997,2.06466645220313,1.28554141310828,1.48996923341009,0,3,6,2019,2019-06-03,2019-6
06/04,1.83912079759723,2.06466645220313,1.41349561691102,1.48996923341009,0,4,6,2019,2019-06-04,2019-6
06/05,1.83912079759723,2.06466645220313,1.41349561691102,1.48996923341009,0,5,6,2019,2019-06-05,2019-6
06/06,1.83912079759723,2.06466645220313,1.41349561691102,1.48996923341009,0,6,6,2019,2019-06-06,2019-6
06/07,1.83912079759723,2.06466645220313,1.41349561691102,1.48996923341009,0,7,6,2019,2019-06-07,2019-6
06/10,1.83912079759723,2.06466645220313,1.41349561691102,1.48996923341009,0,10,6,2019,2019-06-10,2019-6
06/11,1.79640000067114,2.06466645220313,1.38591196013691,1.48996923341009,0,11,6,2019,2019-06-11,2019-6
06/12,1.73216254766744,1.99420972267341,1.36041221071788,1.47087970045776,0,12,6,2019,2019-06-12,2019-6
06/13,1.73216254766744,1.99420972267341,1.36041221071788,1.47087970045776,0,13,6,2019,2019-06-13,2019-6
06/14,1.73216254766744,1.99420972267341,1.36041221071788,1.47087970045776,0,14,6,2019,2019-06-14,2019-6
06/17,1.73216254766744,1.99420972267341,1.36041221071788,1.47087970045776,0,17,6,2019,2019-06-17,2019-6
06/18,1.69359453309219,1.99420972267341,1.33593843072386,1.47087970045776,0,18,6,2019,2019-06-18,2019-6
06/19,1.69359453309219,1.99420972267341,1.33593843072386,1.47087970045776,0,19,6,2019,2019-06-19,2019-6
06/20,1.69359453309219,1.99420972267341,1.33593843072386,1.47087970045776,0,20,6,2019,2019-06-20,2019-6
06/21,1.69359453309219,1.99420972267341,1.33593843072386,1.47087970045776,0,21,6,2019,2019-06-21,2019-6
06/24,1.69359453309219,1.99420972267341,1.33593843072386,1.47087970045776,0,24,6,2019,2019-06-24,2019-6
06/25,1.66899758502126,1.99420972267341,1.32033015266646,1.47087970045776,0,25,6,2019,2019-06-25,2019-6
06/26,1.66899758502126,1.99420972267341,1.32033015266646,1.47087970045776,0,26,6,2019,2019-06-26,2019-6
06/27,1.66899758502126,1.99420972267341,1.32033015266646,1.47087970045776,0,27,6,2019,2019-06-27,2019-6
06/28,1.66899758502126,1.99420972267341,1.45935076162602,1.61195080776289,1,28,6,2019,2019-06-28,2019-6
07/01,1.67909098638415,1.94107139513406,1.4563651385936,1.56369737166089,0,1,7,2019,2019-07-01,2019-7
07/02,1.68837352997342,1.94107139513406,1.46223920774053,1.56369737166089,0,2,7,2019,2019-07-02,2019-7
07/03,1.68837352997342,1.94107139513406,1.46223920774053,1.56369737166089,0,3,7,2019,2019-07-03,2019-7
07/05,1.68837352997342,1.94107139513406,1.46223920774053,1.56369737166089,0,5,7,2019,2019-07-05,2019-7
07/08,1.68837352997342,1.94107139513406,1.46223920774053,1.56369737166089,0,8,7,2019,2019-07-08,2019-7
07/09,1.7063707039044,1.94107139513406,1.47362796590833,1.56369737166089,0,9,7,2019,2019-07-09,2019-7
07/10,1.7063707039044,1.94107139513406,1.47362796590833,1.56369737166089,0,10,7,2019,2019-07-10,2019-7
07/11,1.69149968732445,2.08433126930132,1.50428984231608,1.645781050829,0,11,7,2019,2019-07-11,2019-7
07/12,1.69149968732445,2.08433126930132,1.50428984231608,1.645781050829,0,12,7,2019,2019-07-12,2019-7
07/15,1.69149968732445,2.08433126930132,1.50428984231608,1.645781050829,0,15,7,2019,2019-07-15,2019-7
07/16,1.71186170873949,2.08433126930132,1.51681268497921,1.645781050829,0,16,7,2019,2019-07-16,2019-7
07/17,1.71186170873949,2.08433126930132,1.51681268497921,1.645781050829,0,17,7,2019,2019-07-17,2019-7
07/18,1.71186170873949,2.08433126930132,1.51681268497921,1.645781050829,0,18,7,2019,2019-07-18,2019-7
07/19,1.71186170873949,2.08433126930132,1.51681268497921,1.645781050829,0,19,7,2019,2019-07-19,2019-7
07/22,1.71186170873949,2.08433126930132,1.51681268497921,1.645781050829,0,22,7,2019,2019-07-22,2019-7
07/23,1.71336206821218,2.08433126930132,1.5177354207544,1.645781050829,0,23,7,2019,2019-07-23,2019-7
07/24,1.71336206821218,2.08433126930132,1.5177354207544,1.645781050829,0,24,7,2019,2019-07-24,2019-7
07/25,1.71336206821218,2.08433126930132,1.5177354207544,1.645781050829,0,25,7,2019,2019-07-25,2019-7
07/26,1.71336206821218,2.08433126930132,1.5177354207544,1.645781050829,0,26,7,2019,2019-07-26,2019-7
07/29,1.71336206821218,2.08433126930132,1.5177354207544,1.645781050829,0,29,7,2019,2019-07-29,2019-7
07/30,1.70526012705967,2.08433126930132,1.35708729836008,1.56746671632104,0,30,7,2019,2019-07-30,2019-7
07/31,1.70526012705967,2.08433126930132,1.35708729836008,1.56746671632104,1,31,7,2019,2019-07-31,2019-7
08/01,1.75794129665623,2.17370164097166,1.46108414010382,1.67889475491649,0,1,8,2019,2019-08-01,2019-8
08/02,1.65406797613687,2.17370164097166,1.40363515895372,1.67889475491649,0,2,8,2019,2019-08-02,2019-8
08/05,1.66453796600354,2.17370164097166,1.40942577243834,1.67889475491649,0,5,8,2019,2019-08-05,2019-8
08/06,1.72850269478957,2.17370164097166,1.44480259951891,1.67889475491649,0,6,8,2019,2019-08-06,2019-8
08/07,1.72850269478957,2.17370164097166,1.44480259951891,1.67889475491649,0,7,8,2019,2019-08-07,2019-8
08/08,1.72850269478957,2.17370164097166,1.44480259951891,1.67889475491649,0,8,8,2019,2019-08-08,2019-8
08/09,1.72850269478957,2.17370164097166,1.44480259951891,1.67889475491649,0,9,8,2019,2019-08-09,2019-8
08/12,1.72850269478957,2.17370164097166,1.44480259951891,1.67889475491649,0,12,8,2019,2019-08-12,2019-8
08/13,1.80162422682735,2.30939437615212,1.501922205617,1.77792100197498,0,13,8,2019,2019-08-13,2019-8
08/14,1.80162422682735,2.30939437615212,1.501922205617,1.77792100197498,0,14,8,2019,2019-08-14,2019-8
08/15,1.80162422682735,2.30939437615212,1.501922205617,1.77792100197498,0,15,8,2019,2019-08-15,2019-8
08/16,1.80162422682735,2.30939437615212,1.501922205617,1.77792100197498,0,16,8,2019,2019-08-16,2019-8
08/19,1.80162422682735,2.30939437615212,1.501922205617,1.77792100197498,0,19,8,2019,2019-08-19,2019-8
08/20,1.77714042577777,2.30939437615212,1.48849353584422,1.77792100197498,0,20,8,2019,2019-08-20,2019-8
08/21,1.77714042577777,2.30939437615212,1.48849353584422,1.77792100197498,0,21,8,2019,2019-08-21,2019-8
08/22,1.77714042577777,2.30939437615212,1.48849353584422,1.77792100197498,0,22,8,2019,2019-08-22,2019-8
08/23,1.77714042577777,2.30939437615212,1.48849353584422,1.77792100197498,0,23,8,2019,2019-08-23,2019-8
08/26,1.77714042577777,2.30939437615212,1.48849353584422,1.77792100197498,0,26,8,2019,2019-08-26,2019-8
08/27,1.7574889538827,2.30939437615212,1.47771526142133,1.77792100197498,0,27,8,2019,2019-08-27,2019-8
08/28,1.7574889538827,2.30939437615212,1.47771526142133,1.77792100197498,0,28,8,2019,2019-08-28,2019-8
08/29,1.7574889538827,2.30939437615212,1.47771526142133,1.77792100197498,0,29,8,2019,2019-08-29,2019-8
08/30,1.7574889538827,2.30939437615212,1.42256427659517,1.69641917359051,1,30,8,2019,2019-08-30,2019-8
09/03,1.77070309387475,2.36411765474909,1.39854073606356,1.68115695887197,0,3,9,2019,2019-09-03,2019-9
09/04,1.76885460726288,2.36411765474909,1.39752646862663,1.68115695887197,0,4,9,2019,2019-09-04,2019-9
09/05,1.76885460726288,2.36411765474909,1.39752646862663,1.68115695887197,0,5,9,2019,2019-09-05,2019-9
09/06,1.76885460726288,2.36411765474909,1.39752646862663,1.68115695887197,0,6,9,2019,2019-09-06,2019-9
09/09,1.76885460726288,2.36411765474909,1.39752646862663,1.68115695887197,0,9,9,2019,2019-09-09,2019-9
09/10,1.76012813672319,2.36411765474909,1.39273824086725,1.68115695887197,0,10,9,2019,2019-09-10,2019-9
09/11,1.76012813672319,2.36411765474909,1.39273824086725,1.68115695887197,0,11,9,2019,2019-09-11,2019-9
09/12,1.75073431707551,2.44741856624926,1.39860454750045,1.75071203117767,0,12,9,2019,2019-09-12,2019-9
09/13,1.75073431707551,2.44741856624926,1.39860454750045,1.75071203117767,0,13,9,2019,2019-09-13,2019-9
09/16,1.75073431707551,2.44741856624926,1.39860454750045,1.75071203117767,0,16,9,2019,2019-09-16,2019-9
09/17,1.74868134828425,2.44741856624926,1.39747589654702,1.75071203117767,0,17,9,2019,2019-09-17,2019-9
09/18,1.74868134828425,2.44741856624926,1.39747589654702,1.75071203117767,0,18,9,2019,2019-09-18,2019-9
09/19,1.74868134828425,2.44741856624926,1.39747589654702,1.75071203117767,0,19,9,2019,2019-09-19,2019-9
09/20,1.74868134828425,2.44741856624926,1.39747589654702,1.75071203117767,0,20,9,2019,2019-09-20,2019-9
09/23,1.74868134828425,2.44741856624926,1.39747589654702,1.75071203117767,0,23,9,2019,2019-09-23,2019-9
09/24,1.78221317187455,2.44741856624926,1.41591052878647,1.75071203117767,0,24,9,2019,2019-09-24,2019-9
09/25,1.78221317187455,2.44741856624926,1.41591052878647,1.75071203117767,0,25,9,2019,2019-09-25,2019-9
09/26,1.78221317187455,2.44741856624926,1.41591052878647,1.75071203117767,0,26,9,2019,2019-09-26,2019-9
09/27,1.78221317187455,2.44741856624926,1.42758933716383,1.76527026678639,0,27,9,2019,2019-09-27,2019-9
09/30,1.78221317187455,2.44741856624926,1.42758933716383,1.76527026678639,1,30,9,2019,2019-09-30,2019-9
10/01,1.80123734934003,2.44741856624926,1.43810119239536,1.76527026678639,0,1,10,2019,2019-10-01,2019-10
10/02,1.80123734934003,2.44741856624926,1.43810119239536,1.76527026678639,0,2,10,2019,2019-10-02,2019-10
10/03,1.80123734934003,2.44741856624926,1.43810119239536,1.76527026678639,0,3,10,2019,2019-10-03,2019-10
10/04,1.80123734934003,2.44741856624926,1.43810119239536,1.76527026678639,0,4,10,2019,2019-10-04,2019-10
10/07,1.80123734934003,2.44741856624926,1.43810119239536,1.76527026678639,0,7,10,2019,2019-10-07,2019-10
10/08,1.80123734934003,2.44741856624926,1.43810119239536,1.76527026678639,0,8,10,2019,2019-10-08,2019-10
10/09,1.80123734934003,2.44741856624926,1.43810119239536,1.76527026678639,1,9,10,2019,2019-10-09,2019-10
11/01,1.7205543774127,2.35909069786073,1.34153838406943,1.66606988148841,0,1,11,2019,2019-11-01,2019-11
